
Data was saved using Vista Data Vision
Saved: 2018-08-24 18:55:26

Time Period: 2017-01-01 00:00:00 - 2018-01-01 00:00:00

Time,Oceano Dunes: 10m StandevWS[N/A],Oceano Dunes: 10m-2m WS[N/A],Oceano Dunes: 10m-7m WS[N/A],Oceano Dunes: 2m StandevWS[N/A],Oceano Dunes: 7m StandevWS[N/A],Oceano Dunes: Battery Voltage[V],Oceano Dunes: Relative Humidity[%RH],Oceano Dunes: Sensit Kinetic Energy[N/A],Oceano Dunes: Sensit Particle Count[Counts],Oceano Dunes: Sigma Theta (CSI) 10m[°],Oceano Dunes: Sigma Theta (CSI) 2m[°],Oceano Dunes: Sigma Theta (CSI) 7m[°],Oceano Dunes: Sigma Theta (Yam) 10m[°],Oceano Dunes: Sigma Theta (Yam) 2m[°],Oceano Dunes: Sigma Theta (Yam) 7m[°],Oceano Dunes: SWD 10m[°],Oceano Dunes: SWD 7m[°],Oceano Dunes: SWD 2m[°],Oceano Dunes: SWS 10m[m/s],Oceano Dunes: SWS 10m[m/s],Oceano Dunes: SWS 2m[m/s],Oceano Dunes: SWS 2m[m/s],Oceano Dunes: SWS 7m[m/s],Oceano Dunes: SWS 7m[m/s],Oceano Dunes: Temperature[°C],Oceano Dunes: Tower S1 10m Wind Speed[m/s],Oceano Dunes: Tower S1 RH[%RH],Oceano Dunes: Tower S1 Temperature[°C],Oceano Dunes: Tower S1 Wind Direction[°],Oceano Dunes: VWD 10m[°],Oceano Dunes: VWD 2m[°],Oceano Dunes: VWD 7m[°],Oceano Dunes: VWS 10m[m/s],Oceano Dunes: VWS 2m[m/s],Oceano Dunes: VWS 7m[m/s],Oceano Dunes: WS Gust 10m[m/s],Oceano Dunes: WS Gust 2m[m/s],Oceano Dunes: WS Gust 7m[m/s],Oceano Dunes: WS Gust Time 10m[N/A],Oceano Dunes: WS Gust Time 2m[N/A],Oceano Dunes: WS Gust Time 7m[N/A]
2017-01-01 00:00:00,24.039296113495,14.225999832153,14.4359998703,-4.6569600054407,-3.6376899268603,12.66,75.42,10,2,8.78,114.6,114.6,6.976,0.432,0.331,39.74,335.7,331.6,3.446,3.446,-10.78,-10.78,-10.99,-10.99,6.964,3.446,75.42,6.964,39.64,39.64,151.6,155.7,3.406,10.78,10.99,7.717,-10.76,-10.95,,,
2017-01-01 01:00:00,54.339501631737,13.645000219345,13.834999799728,-4.3091999576569,-2.5936399617052,12.65,75.61,0,0,51.55,114.6,114.6,19.1,0.399,0.236,84.7,335.7,331.6,2.845,2.845,-10.8,-10.8,-10.99,-10.99,6.611,2.845,75.61,6.611,80.2,80.2,151.6,155.7,1.692,10.8,10.99,5.428,-10.75,-10.94,,,
2017-01-01 02:00:00,104.0211045126,13.619000196457,13.819000005722,-4.0500000715256,-3.6300001442432,12.65,75.94,0,0,33.45,114.6,114.6,36.9,0.375,0.33,14.54,335.6,331.6,2.819,2.819,-10.8,-10.8,-11,-11,6.664,2.819,75.94,6.664,13.2,13.2,151.6,155.6,2.339,10.8,11,4.027,-10.76,-10.95,,,
2017-01-01 03:00:00,23.630774506187,14.455000400543,14.674999713898,-2.7125000953674,-3.9741298614097,12.59,81.3,0,0,9.35,114.6,114.6,6.555,0.25,0.359,46.16,335.3,331.7,3.605,3.605,-10.85,-10.85,-11.07,-11.07,5.271,3.605,81.3,5.271,45.68,45.68,151.7,155.3,3.557,10.85,11.08,6.141,-10.81,-11.03,,,
2017-01-01 04:00:00,25.514998733997,13.167999505997,13.417999505997,-2.7685999914646,-4.9059998055696,12.61,83.7,0,0,15.2,114.6,114.6,11.25,0.254,0.44,40.33,335,331.8,2.268,2.268,-10.9,-10.9,-11.15,-11.15,4.81,2.268,83.7,4.81,39.33,39.33,151.8,155,2.189,10.9,11.15,5.091,-10.84,-11.08,,,
2017-01-01 05:00:00,22.442000062942,13.389999628067,13.67999958992,-4.8135997892857,-5.1994897827005,12.6,85.7,0,0,17.13,114.6,114.6,9.16,0.44,0.463,59.22,334.7,331.8,2.45,2.45,-10.94,-10.94,-11.23,-11.23,4.04,2.45,85.7,4.04,60.79,60.79,151.8,154.7,2.341,10.94,11.23,3.908,-10.91,-11.18,,,
2017-01-01 06:00:00,53.844477550049,13.911999940872,14.201999902725,-5.4032800266457,-4.8937500268221,12.59,87.9,0,0,26.74,114.6,114.6,18.24,0.493,0.435,80.6,334.6,331.8,2.952,2.952,-10.96,-10.96,-11.25,-11.25,3.649,2.952,87.9,3.649,75.64,75.64,151.8,154.6,2.63,10.95,11.25,4.636,-10.93,-11.23,,,
2017-01-01 07:00:00,38.995798428249,13.503999471664,13.803999662399,-4.9190399467564,-5.5497600219154,12.58,88.5,0,0,19.13,114.6,114.6,15.45,0.448,0.492,71.42,334.5,331.8,2.524,2.524,-10.98,-10.98,-11.28,-11.28,3.296,2.524,88.5,3.296,71.85,71.85,151.8,154.5,2.383,10.98,11.28,4.353,-10.96,-11.25,,,
2017-01-01 08:00:00,43.258859884872,13.937000274658,14.246999740601,-5.3862700944948,-5.1436798809242,12.52,88.4,0,0,18.4,114.6,114.6,14.58,0.491,0.456,64.43,334.5,331.8,2.967,2.967,-10.97,-10.97,-11.28,-11.28,3.406,2.967,88.4,3.406,60.21,60.21,151.8,154.5,2.814,10.97,11.28,5.445,-10.9,-11.2,,,
2017-01-01 09:00:00,19.92366010603,13.870000362396,14.070000171661,-4.2159000090122,-2.9066400446749,12.95,83.4,0,0,8.47,114.6,114.6,6.511,0.39,0.264,47.42,335.5,331.7,3.06,3.06,-10.81,-10.81,-11.01,-11.01,5.918,3.06,83.4,5.918,47.68,47.68,151.7,155.5,3.027,10.81,11.01,4.313,-10.65,-10.73,,,
2017-01-01 10:00:00,20.536619441395,13.316000461578,13.24599981308,-2.5668801405382,-2.6856499435067,13.12,71.99,0,0,8.48,114.6,114.5,7.345,0.244,0.257,35.78,337.6,331.5,2.796,2.796,-10.52,-10.52,-10.45,-10.45,9.13,2.796,71.99,9.13,35.88,35.88,151.5,157.6,2.766,10.52,10.45,4.067,-10.4,-10.22,,,
2017-01-01 11:00:00,33.280980741043,13.066999912262,12.816999912262,-3.6398700735617,-3.5925998507977,12.97,65.73,0,0,23.54,114.6,114.6,12.34,0.351,0.355,8.33,338.8,331.6,2.697,2.697,-10.37,-10.37,-10.12,-10.12,10.73,2.697,65.73,10.73,6.615,6.615,151.6,158.8,2.469,10.37,10.12,4.28,-10.3,-10.01,,,
2017-01-01 12:00:00,36.962640728817,15.645000457764,15.335000038147,-4.1142600208426,-5.2337001274109,12.96,66.27,3719,1228,11.48,114.6,114.6,6.864,0.401,0.526,312,339.4,331.7,5.385,5.385,-10.26,-10.26,-9.95,-9.95,11.54,5.385,66.27,11.54,309.5,309.5,151.7,159.4,5.277,10.26,9.95,10.83,-10.23,-9.92,,,
2017-01-01 13:00:00,47.180209181015,16.897000312805,16.557000160217,-3.1150800351334,-3.9458399931526,13,65.46,975,169,11.38,114.6,114.6,7.024,0.306,0.401,302.1,339.8,331.8,6.717,6.717,-10.18,-10.18,-9.84,-9.84,12.01,6.717,65.46,12.01,301.9,301.9,151.8,159.8,6.584,10.18,9.84,9.42,-10.08,-9.69,,,
2017-01-01 14:00:00,42.923900199104,18.030999660492,17.650999546051,-3.710370011394,-3.8822697106409,13.05,67.2,15442,5233,6.442,114.6,114.6,5.419,0.367,0.399,293.2,340.2,331.8,7.921,7.921,-10.11,-10.11,-9.73,-9.73,11.97,7.921,67.2,11.97,293.2,293.2,151.8,160.2,7.871,10.11,9.73,10.81,-10.05,-9.65,,,
2017-01-01 15:00:00,43.348854286907,18.171000480652,17.871000289917,-3.3623800488663,-4.6921599367523,12.92,70.36,13627,4222,6.049,114.6,114.6,5.452,0.329,0.473,297.5,339.6,331.7,7.951,7.951,-10.22,-10.22,-9.92,-9.92,11.58,7.951,70.36,11.58,297.3,297.3,151.7,159.6,7.907,10.22,9.92,10.75,-10.16,-9.81,,,
2017-01-01 16:00:00,50.638001441956,17.534000396729,17.303999900818,-3.9654999752045,-4.4106598015094,12.82,66.92,8633,2269,7.044,114.6,114.6,7,0.385,0.438,305.2,339.2,331.6,7.234,7.234,-10.3,-10.3,-10.07,-10.07,11.32,7.234,66.92,11.32,304.8,304.8,151.6,159.2,7.179,10.3,10.07,10.71,-10.27,-10.01,,,
2017-01-01 17:00:00,46.230799259376,15.660000324249,15.469999790192,-4.642660078373,-3.6032497556806,12.77,62.11,830,194,13.15,114.6,114.5,8.69,0.449,0.355,311.5,338.9,331.6,5.32,5.32,-10.34,-10.34,-10.15,-10.15,11.16,5.32,62.11,11.16,309,309,151.6,158.9,5.18,10.34,10.15,9.6,-10.3,-10.08,,,
2017-01-01 18:00:00,55.202399115181,16.642999649048,16.493000030518,-3.2043298138213,-3.6178801164579,12.7,70.99,872,228,8.79,114.6,114.6,8.8,0.309,0.354,300.1,338.7,331.6,6.273,6.273,-10.37,-10.37,-10.22,-10.22,10.96,6.273,70.99,10.96,298.5,298.5,151.6,158.7,6.199,10.37,10.22,10.11,-10.34,-10.17,,,
2017-01-01 19:00:00,109.06427990505,15.926000118256,15.785999774933,-2.6858300049734,-3.8362498283386,12.69,71.81,14,2,23.14,114.6,114.6,19.63,0.259,0.375,308.3,338.6,331.6,5.556,5.556,-10.37,-10.37,-10.23,-10.23,10.82,5.556,71.81,10.82,304.6,304.6,151.6,158.6,5.103,10.37,10.23,8.65,-10.35,-10.22,,,
2017-01-01 20:00:00,43.225649104691,15.624999523163,15.485000133514,-3.3462800323677,-4.2821801094484,12.67,69.51,0,0,8.56,114.6,114.6,8.21,0.323,0.419,290.6,338.6,331.6,5.265,5.265,-10.36,-10.36,-10.22,-10.22,11.03,5.265,69.51,11.03,291.1,291.1,151.6,158.6,5.207,10.36,10.22,7.725,-10.32,-10.19,,,
2017-01-01 21:00:00,36.924831737701,16.071000099182,15.920999526978,-3.2467601563835,-4.2288497408271,12.63,67.93,0,0,8.94,114.6,114.6,6.443,0.314,0.415,295.7,338.7,331.6,5.731,5.731,-10.34,-10.34,-10.19,-10.19,11.11,5.731,67.93,11.11,295.4,295.4,151.6,158.7,5.661,10.34,10.19,8.08,-10.32,-10.16,,,
2017-01-01 22:00:00,33.270901044941,12.839999914169,12.690000295639,-2.2088099706793,-4.1288802516413,12.6,70.25,0,0,39.02,114.6,114.6,13.47,0.213,0.404,16.55,338.6,331.6,2.47,2.47,-10.37,-10.37,-10.22,-10.22,10.61,2.47,70.25,10.61,355.3,355.3,151.6,158.6,1.897,10.37,10.22,5.841,-10.32,-10.16,,,
2017-01-01 23:00:00,15.044764157711,13.430999994278,13.401000261307,-1.4545199582982,-3.0058602057838,12.55,78.41,0,0,9.09,114.6,114.6,5.204,0.138,0.286,93.2,337.7,331.5,2.891,2.891,-10.54,-10.54,-10.51,-10.51,8.96,2.891,78.41,8.96,94.3,94.3,151.5,157.7,2.854,10.54,10.51,3.973,-10.43,-10.32,,,
2017-01-02 00:00:00,22.232813104427,13.621999979019,13.661999940872,-2.7718200486231,-4.9355799242687,12.6,81.6,0,0,30.9,114.6,114.6,7.406,0.261,0.463,72.06,337.1,331.5,3.002,3.002,-10.62,-10.62,-10.66,-10.66,8.57,3.002,81.6,8.57,70.18,70.18,151.5,157.1,2.565,10.62,10.66,4.269,-10.57,-10.61,,,
2017-01-02 01:00:00,20.360339456711,13.076000213623,13.105999946594,-3.8018100270057,-4.3010999663115,12.59,80.6,0,0,13.41,114.6,114.6,8.19,0.359,0.405,46.08,337.2,331.5,2.486,2.486,-10.59,-10.59,-10.62,-10.62,8.65,2.486,80.6,8.65,46.05,46.05,151.5,157.2,2.417,10.59,10.62,3.825,-10.56,-10.6,,,
2017-01-02 02:00:00,31.200949671555,13.185000419617,13.215000152588,-3.0422001145363,-5.0173600844288,12.58,80.5,0,0,36.6,114.6,114.6,12.07,0.287,0.472,50.24,337.1,331.5,2.585,2.585,-10.6,-10.6,-10.63,-10.63,8.34,2.585,80.5,8.34,48.41,48.41,151.5,157.1,2.057,10.6,10.63,3.502,-10.57,-10.61,,,
2017-01-02 03:00:00,18.848119256859,12.658000230789,12.70799946785,-1.8620000283718,-5.0349896519876,12.57,76.12,0,0,25.52,114.6,114.6,9.34,0.175,0.471,113.4,337,331.5,2.018,2.018,-10.64,-10.64,-10.69,-10.69,8.23,2.018,76.12,8.23,110.4,110.4,151.5,157,1.818,10.64,10.69,2.923,-10.6,-10.65,,,
2017-01-02 04:00:00,35.120578020496,12.077000260353,12.157000184059,-3.5457599663639,-2.5608801134777,12.55,80.7,0,0,36.13,114.6,114.6,25.14,0.332,0.238,78.27,336.7,331.6,1.397,1.397,-10.68,-10.68,-10.76,-10.76,7.766,1.397,80.7,7.766,82.1,82.1,151.6,156.7,1.119,10.68,10.76,2.478,-10.65,-10.73,,,
2017-01-02 05:00:00,20.537499368191,12.249999761581,12.360000371933,-4.3334999355078,-4.6374900743461,12.54,83.5,0,0,16.68,114.6,114.6,13.25,0.405,0.429,82.6,336.5,331.6,1.55,1.55,-10.7,-10.7,-10.81,-10.81,7.219,1.55,83.5,7.219,83.9,83.9,151.6,156.5,1.484,10.7,10.81,2.613,-10.68,-10.76,,,
2017-01-02 06:00:00,9.036920367794,13.839999914169,13.940000295639,-3.9696998425007,-4.8708001400948,12.53,85.8,0,0,3.817,114.6,114.6,2.878,0.371,0.451,101.8,336.5,331.6,3.14,3.14,-10.7,-10.7,-10.8,-10.8,7.286,3.14,85.8,7.286,101.9,101.9,151.6,156.5,3.133,10.7,10.8,3.69,-10.67,-10.76,,,
2017-01-02 07:00:00,59.267338988457,13.111999988556,13.191999912262,-3.1796601066852,-1.591000020504,12.52,86.3,0,0,41.95,114.6,114.6,24.27,0.298,0.148,82,336.6,331.6,2.442,2.442,-10.67,-10.67,-10.75,-10.75,7.42,2.442,86.3,7.42,85.6,85.6,151.6,156.6,1.787,10.68,10.75,3.879,-10.65,-10.72,,,
2017-01-02 08:00:00,51.3160820121,12.797000408173,12.877000331879,-3.3321601639652,-1.9260400961256,12.51,85.8,0,0,47.78,114.6,114.6,24.24,0.312,0.179,73.16,336.6,331.6,2.117,2.117,-10.68,-10.68,-10.76,-10.76,7.346,2.117,85.8,7.346,82,82,151.6,156.6,1.38,10.68,10.76,4.013,-10.65,-10.73,,,
2017-01-02 09:00:00,18.607520413618,13.329999685287,13.360000371933,-2.8753098841929,-3.0324000597954,12.51,81.4,0,0,6.895,114.6,114.6,6.841,0.271,0.285,126.5,337,331.5,2.72,2.72,-10.61,-10.61,-10.64,-10.64,8.52,2.72,81.4,8.52,126.6,126.6,151.5,157,2.701,10.61,10.64,4.027,-10.55,-10.55,,,
2017-01-02 10:00:00,30.333329538269,13.826999664307,13.767000198364,-2.4966200030494,-3.066420087235,12.54,76.77,0,0,12.21,114.6,114.6,9.09,0.238,0.294,113.8,337.8,331.5,3.337,3.337,-10.49,-10.49,-10.43,-10.43,9.38,3.337,76.77,9.38,118.8,118.8,151.5,157.8,3.261,10.49,10.43,6.3,-10.41,-10.3,,,
2017-01-02 11:00:00,29.172641484604,13.329000234604,13.15900015831,-4.3324600614691,-3.6103499179721,12.58,71.03,0,0,10.75,114.6,114.6,9.76,0.419,0.355,119.9,338.6,331.6,2.989,2.989,-10.34,-10.34,-10.17,-10.17,10.5,2.989,71.03,10.5,120.2,120.2,151.6,158.6,2.936,10.34,10.17,5.034,-10.22,-9.99,,,
2017-01-02 12:00:00,28.648019238453,12.321999788284,11.991999864578,-4.1997998680592,-2.4768699039865,12.81,64.56,0,0,22.07,114.6,114.6,13.01,0.415,0.253,109.3,339.8,331.7,2.202,2.202,-10.12,-10.12,-9.79,-9.79,11.53,2.202,64.56,11.53,111.4,111.4,151.7,159.8,2.038,10.12,9.79,4.011,-10.03,-9.65,,,
2017-01-02 13:00:00,54.132219950466,12.15199971199,11.741999864578,-3.1193298117352,-3.8383798488331,12.84,60.32,0,0,20.3,114.6,114.6,25.51,0.311,0.399,149.6,340.4,331.8,2.122,2.122,-10.03,-10.03,-9.62,-9.62,11.97,2.122,60.32,11.97,145.6,145.6,151.8,160.4,1.989,10.03,9.62,4.347,-9.97,-9.54,,,
2017-01-02 14:00:00,26.255650108194,11.697000145912,11.226999878883,-3.8729599435711,-3.1993999817729,12.92,60.62,0,0,16.49,114.6,114.6,14.45,0.392,0.34,235.2,341,331.9,1.817,1.817,-9.88,-9.88,-9.41,-9.41,12.31,1.817,60.62,12.31,233.8,233.8,151.9,161,1.742,9.88,9.41,3.217,-9.77,-9.25,,,
2017-01-02 15:00:00,21.252459253826,12.021999597549,11.521999597549,-1.9424199018049,-3.4631999176025,12.82,62.61,0,0,13.23,114.6,114.6,9.83,0.197,0.37,223.7,341.2,332,2.162,2.162,-9.86,-9.86,-9.36,-9.36,11.99,2.162,62.61,11.99,223.3,223.3,152,161.2,2.104,9.86,9.36,3.189,-9.76,-9.22,,,
2017-01-02 16:00:00,15.876000523567,12.340000152588,11.979999542236,-4.0864500738263,-3.9795699032474,12.68,66.53,0,0,10.65,114.6,114.6,7.056,0.405,0.409,214.6,340.2,331.7,2.25,2.25,-10.09,-10.09,-9.73,-9.73,11.81,2.25,66.53,11.81,213.2,213.2,151.7,160.1,2.211,10.09,9.73,3.607,-9.99,-9.54,,,
2017-01-02 17:00:00,12.716000437737,11.685999631882,11.435999631882,-2.7614898644185,-3.7473798820925,12.59,68.54,0,0,21.63,114.6,114.6,8.5,0.271,0.377,185.5,339.5,331.6,1.496,1.496,-10.19,-10.19,-9.94,-9.94,11.59,1.496,68.54,11.59,187.4,187.4,151.6,159.5,1.389,10.2,9.93,2.113,-10.13,-9.84,,,
2017-01-02 18:00:00,10.220899423695,11.551999807358,11.442000150681,-3.3520199186015,-3.6668001317501,12.54,72.12,0,0,14.39,114.6,114.6,8.95,0.322,0.356,140.1,338.3,331.5,1.142,1.142,-10.41,-10.41,-10.3,-10.3,10.68,1.142,72.12,10.68,140.1,140.1,151.5,158.3,1.106,10.41,10.3,1.696,-10.27,-10.08,,,
2017-01-02 19:00:00,16.215071815041,13.081000328064,13.090999603271,-4.1289601917648,-2.6953498717785,12.52,77.25,0,0,6.378,114.6,114.6,6.432,0.391,0.255,81.6,337.4,331.5,2.521,2.521,-10.56,-10.56,-10.57,-10.57,8.9,2.521,77.25,8.9,80.9,80.9,151.5,157.4,2.506,10.57,10.57,3.421,-10.49,-10.46,,,
2017-01-02 20:00:00,25.848479814072,13.334000110626,13.384000301361,-4.0877401371694,-4.2347201569366,12.45,79.47,0,0,12.65,114.6,114.6,9.42,0.386,0.398,82.2,337.1,331.5,2.744,2.744,-10.59,-10.59,-10.64,-10.64,8.25,2.744,79.47,8.25,82.5,82.5,151.5,157.1,2.677,10.59,10.64,3.609,-10.57,-10.6,,,
2017-01-02 21:00:00,16.692486511457,14.110999822617,14.200999975204,-2.0253999455929,-4.579499989748,12.5,84.9,0,0,4.994,114.6,114.6,4.837,0.19,0.426,123.4,336.6,331.5,3.451,3.451,-10.66,-10.66,-10.75,-10.75,7.304,3.451,84.9,7.304,123.4,123.4,151.5,156.6,3.438,10.66,10.75,4.189,-10.61,-10.65,,,
2017-01-02 22:00:00,19.096704908844,13.958000183105,14.058000564575,-2.2193600616598,-4.4480100555324,12.49,87,0,0,10.29,114.6,114.6,5.808,0.208,0.413,119.8,336.5,331.5,3.288,3.288,-10.67,-10.67,-10.77,-10.77,7.29,3.288,87,7.29,120.1,120.1,151.5,156.5,3.235,10.67,10.77,4.593,-10.63,-10.73,,,
2017-01-02 23:00:00,14.081760166397,14.355999946594,14.446000099182,-3.2939397978163,-2.09624992311,12.49,86.5,0,0,6.659,114.6,114.6,3.81,0.309,0.195,103.5,336.6,331.5,3.696,3.696,-10.66,-10.66,-10.75,-10.75,7.322,3.696,86.5,7.322,103.7,103.7,151.5,156.6,3.671,10.66,10.75,5.091,-10.63,-10.71,,,
2017-01-03 00:00:00,16.728966843685,13.781000375748,13.84099984169,-2.2663200680542,-5.7886999886513,12.48,82.4,0,0,10.04,114.6,114.6,5.326,0.213,0.541,98.4,336.8,331.5,3.141,3.141,-10.64,-10.64,-10.7,-10.7,7.975,3.141,82.4,7.975,99.9,99.9,151.5,156.8,3.093,10.64,10.7,4.431,-10.6,-10.67,,,
2017-01-03 01:00:00,15.397198836136,14.296000003815,14.335999965668,-2.880730008204,-5.2389700018454,12.48,81.1,0,0,5.989,114.6,114.6,4.2,0.271,0.491,116,336.9,331.5,3.666,3.666,-10.63,-10.63,-10.67,-10.67,7.922,3.666,81.1,7.922,115.7,115.7,151.5,156.9,3.646,10.63,10.67,5.158,-10.6,-10.65,,,
2017-01-03 02:00:00,14.955342037209,13.572999954224,13.63300037384,-3.9228799514723,-3.7520000295639,12.47,84.4,0,0,8.61,114.6,114.6,5.134,0.368,0.35,110,336.7,331.6,2.913,2.913,-10.66,-10.66,-10.72,-10.72,7.369,2.913,84.4,7.369,110.3,110.3,151.6,156.7,2.88,10.66,10.72,3.636,-10.61,-10.65,,,
2017-01-03 03:00:00,15.259475225281,13.142000198364,13.211999893188,-4.1224801967335,-2.4725000448525,12.47,83.9,0,0,10.17,114.6,114.6,6.198,0.386,0.23,86.1,336.6,331.6,2.462,2.462,-10.68,-10.68,-10.75,-10.75,7.535,2.462,83.9,7.535,85.7,85.7,151.6,156.6,2.423,10.68,10.75,3.461,-10.64,-10.71,,,
2017-01-03 04:00:00,33.664279436798,11.746000289917,11.815999984741,-4.4535600814247,-1.816749997437,12.45,86.2,0,0,39.14,114.6,114.6,31.58,0.417,0.169,59.38,336.6,331.6,1.066,1.066,-10.68,-10.68,-10.75,-10.75,7.269,1.066,86.2,7.269,70.41,70.41,151.6,156.6,0.817,10.69,10.75,2.303,-10.65,-10.71,,,
2017-01-03 05:00:00,27.290069723063,11.47100007534,11.521000266075,-4.2039799639177,-6.0460802630615,12.46,88.5,0,0,55.98,114.6,114.6,34.07,0.394,0.564,60.46,336.7,331.6,0.801,0.801,-10.67,-10.67,-10.72,-10.72,7.38,0.801,88.5,7.38,63.34,63.34,151.6,156.7,0.418,10.67,10.72,2.101,-10.63,-10.68,,,
2017-01-03 06:00:00,26.471339683685,13.729000329971,13.729000329971,-3.1588001970768,-3.2966000074387,12.46,85,0,0,7.034,114.6,114.6,8.46,0.298,0.311,106.2,337.2,331.5,3.129,3.129,-10.6,-10.6,-10.6,-10.6,8.82,3.129,85,8.82,108,108,151.5,157.2,3.105,10.6,10.6,4.512,-10.49,-10.44,,,
2017-01-03 07:00:00,14.659260086288,13.643000364304,13.542999982834,-3.4236900049424,-3.1213699556637,12.46,76.73,0,0,8.43,114.6,114.6,4.62,0.327,0.301,101.3,338,331.5,3.173,3.173,-10.47,-10.47,-10.37,-10.37,10,3.173,76.73,10,101.8,101.8,151.5,158,3.138,10.47,10.37,4.564,-10.4,-10.26,,,
2017-01-03 08:00:00,13.630773970533,14.040999889374,13.891000270844,-4.6740899414158,-2.4521399788713,12.45,75.47,0,0,5.316,114.6,114.6,3.754,0.449,0.239,105,338.4,331.6,3.631,3.631,-10.41,-10.41,-10.26,-10.26,9.95,3.631,75.47,9.95,104.7,104.7,151.6,158.4,3.615,10.41,10.26,4.899,-10.38,-10.22,,,
2017-01-03 09:00:00,21.316111752903,14.960999488831,14.750999450684,-3.0443997746468,-4.1046597425008,12.47,67.49,0,0,5.65,114.6,114.6,4.593,0.295,0.406,108.9,338.8,331.6,4.641,4.641,-10.32,-10.32,-10.11,-10.11,11.08,4.641,67.49,11.08,108.8,108.8,151.6,158.8,4.619,10.32,10.11,6.003,-10.24,-10,,,
2017-01-03 10:00:00,28.764456144661,15.398000240326,15.087999820709,-4.5663300439548,-4.0327399512625,12.49,61.93,107,3,5.906,114.6,114.6,5.502,0.449,0.409,123.7,339.6,331.7,5.228,5.228,-10.17,-10.17,-9.86,-9.86,11.99,5.228,61.93,11.99,123.6,123.6,151.7,159.6,5.2,10.17,9.86,7.093,-10.07,-9.7,,,
2017-01-03 11:00:00,35.739288868866,14.941999435425,14.501999855042,-1.9979399654245,-2.5554999411106,12.7,61.96,88,8,7.636,114.6,114.6,7.145,0.201,0.269,127.9,340.7,331.9,5.002,5.002,-9.94,-9.94,-9.5,-9.5,12.88,5.002,61.96,12.88,127.9,127.9,151.9,160.7,4.957,9.94,9.5,6.985,-9.7,-9.11,,,
2017-01-03 12:00:00,66.941784770699,15.06800031662,14.478000164032,-24.315751207352,-20.349039258919,13.16,56.89,4203,1172,12.18,114.5,114.6,12.31,2.525,2.251,144.4,342.3,332.7,5.438,5.438,-9.63,-9.63,-9.04,-9.04,15.03,5.438,56.89,15.03,144.9,144.9,152.5,162,5.315,9.63,9.04,8.89,0.202,5.584,,,
2017-01-03 13:00:00,71.429850028419,15.499000072479,14.858999729156,-2.7609399717426,-3.645879709239,13.04,57.23,4736,987,12.71,114.6,114.6,12.15,0.287,0.406,157.4,342.5,332.5,5.879,5.879,-9.62,-9.62,-8.98,-8.98,15.52,5.879,57.23,15.52,157.2,157.2,152.5,162.5,5.735,9.62,8.98,9.03,-9.55,-8.89,,,
2017-01-03 14:00:00,48.817059261742,16.085999488831,15.486000061035,-4.0529997132421,-4.3711501849055,12.91,60.91,11313,2661,8.16,114.6,114.6,7.585,0.42,0.483,152.2,342.3,332.4,6.436,6.436,-9.65,-9.65,-9.05,-9.05,15.47,6.436,60.91,15.47,152.4,152.4,152.4,162.3,6.371,9.65,9.05,9.27,-9.62,-9,,,
2017-01-03 15:00:00,46.959990704308,16.37900018692,15.828999996185,-3.4751200841713,-3.5241801116538,12.85,62.53,16313,6449,7.701,114.6,114.6,7.01,0.359,0.386,152.5,342.1,332.2,6.699,6.699,-9.68,-9.68,-9.13,-9.13,15.39,6.699,62.53,15.39,152.7,152.7,152.2,162.1,6.638,9.68,9.13,10.12,-9.66,-9.11,,,
2017-01-03 16:00:00,40.008726790115,16.215999603271,15.696000099182,-2.8051198133278,-3.8263000338793,12.78,64.67,6098,2138,6.514,114.6,114.6,6.178,0.288,0.415,154.7,341.8,332.1,6.476,6.476,-9.74,-9.74,-9.22,-9.22,14.96,6.476,64.67,14.96,154.9,154.9,152.1,161.8,6.434,9.74,9.22,9.11,-9.7,-9.14,,,
2017-01-03 17:00:00,35.42149613512,15.557000160217,15.086999893188,-3.2832198901463,-4.3804797902298,12.72,67.27,3801,1064,7.171,114.6,114.6,6.185,0.334,0.468,147.8,341.4,331.9,5.727,5.727,-9.83,-9.83,-9.36,-9.36,14.38,5.727,67.27,14.38,148.3,148.3,151.9,161.4,5.682,9.83,9.36,8.58,-9.78,-9.27,,,
2017-01-03 18:00:00,28.490941390572,14.553999900818,14.133999824524,-4.0829199418592,-3.8814099946284,12.67,70.21,408,57,8.28,114.6,114.6,6.135,0.412,0.409,141.5,341,331.8,4.644,4.644,-9.91,-9.91,-9.49,-9.49,13.96,4.644,70.21,13.96,141.1,141.1,151.8,161,4.596,9.91,9.49,7.645,-9.86,-9.43,,,
2017-01-03 19:00:00,31.731060018005,15.18499994278,14.81500005722,-3.4565397802806,-2.4723399637079,12.63,73.2,833,317,6.427,114.6,114.6,6.108,0.346,0.257,142.6,340.6,331.7,5.195,5.195,-9.99,-9.99,-9.62,-9.62,13.32,5.195,73.2,13.32,142.7,142.7,151.7,160.6,5.162,9.99,9.62,8.03,-9.92,-9.53,,,
2017-01-03 20:00:00,39.746508295288,16.319999694824,15.989999771118,-3.4503200253177,-4.2485998540163,12.59,73.37,15845,4735,7.464,114.5,114.6,6.319,0.344,0.438,140.5,340.3,331.6,6.29,6.29,-10.03,-10.03,-9.7,-9.7,13.15,6.29,73.37,13.15,140.3,140.3,151.6,160.3,6.236,10.03,9.7,9.29,-10.01,-9.68,,,
